sample,ENSG00000157150.4,ENSG00000139618.14,ENSG00000133687.15,ENSG00000082175.14,ENSG00000012048.19,ENSG00000140009.18,ENSG00000196569.11,ENSG00000091831.21,ENSG00000107485.15,ENSG00000141736.13
TCGA-BH-A0GZ-01,-0.6416,0.2400,1.3167,3.4116,1.8242,-3.0469,1.4859,7.1634,7.1988,5.9327
TCGA-E2-A152-01,-4.2934,0.2154,2.5313,-2.4659,1.5563,-3.6259,1.1250,1.7870,6.7669,11.6082
TCGA-BH-A0BT-11,0.7748,-0.6193,3.5009,4.0207,1.1641,-3.0469,2.0111,7.0512,6.8500,6.6486
TCGA-BH-A0C0-11,2.2144,0.0440,3.8330,2.1894,0.9115,-2.2447,2.9857,6.2921,6.5758,6.6054
TCGA-BH-A0BF-01,-0.8084,1.3167,1.2209,1.5950,1.0779,-2.0529,2.2783,3.6324,6.9886,5.1910
TCGA-LL-A6FQ-01,0.5666,-1.7809,-0.8339,-0.5543,0.7999,-4.2934,0.3460,6.2013,7.5484,7.2300
TCGA-AC-A2QI-01,2.6805,-0.2328,0.9038,-1.5105,1.5013,-2.4659,3.2870,6.2205,8.2738,7.3178
TCGA-BH-A0DT-11,2.1114,0.6239,3.9280,3.7950,1.3956,-1.3921,1.5854,4.3520,6.2390,6.6443
TCGA-5L-AAT1-01,-0.8084,-0.8599,0.4447,-3.0469,0.9935,-2.7274,2.2901,4.9887,6.8225,7.2355
TCGA-A8-A06N-01,-2.1779,0.7058,2.8858,-3.6259,2.8897,-4.2934,-5.0116,8.4497,9.3065,7.2837
TCGA-D8-A27K-01,0.0854,0.9568,1.5013,4.1169,2.1541,-1.9379,2.9747,6.2060,8.4104,7.0979
TCGA-BH-A0HX-01,1.3397,0.2998,0.4865,0.6790,2.0254,-4.6082,1.8444,6.1643,7.9018,6.3891
TCGA-BH-A8G0-01,0.4016,0.3685,1.5316,3.2841,1.1833,-1.9379,3.2112,5.3817,7.1326,6.7479
TCGA-A2-A0T6-01,1.9895,-0.5756,1.5316,3.7193,1.5563,-2.8262,3.7550,4.4476,7.8935,7.2518
TCGA-E2-A15I-01,-0.8863,0.7916,1.1641,3.9232,1.9340,-2.7274,2.5828,6.8320,8.6352,6.9148
TCGA-E9-A1NF-11,6.2003,-0.8339,4.5796,-0.9406,1.3511,0.1648,4.6479,1.4228,1.3901,3.1129
TCGA-AN-A0FD-01,-6.5064,0.0440,-0.8863,0.0580,1.0007,-4.6082,2.8974,7.2515,9.2087,5.3705
TCGA-AN-A0AK-01,-3.6259,2.0673,-1.6394,-3.3076,3.4075,-5.5735,-1.1811,6.7281,8.0431,7.1293
TCGA-D8-A1JS-01,-1.0862,-1.7809,-0.9132,4.6988,0.7832,-4.2934,-2.3884,6.6141,8.1061,6.7669
TCGA-AO-A1KS-01,-0.7108,3.3003,5.4624,6.0124,3.1507,-3.4580,2.0912,7.7344,8.1025,5.9220
TCGA-AR-A24U-01,2.1638,2.0535,2.5585,-1.9942,1.7995,-1.5951,1.6785,1.1960,4.4575,10.0123
TCGA-A8-A085-01,1.0007,-1.0559,1.8444,-3.8160,3.2282,-5.5735,1.0007,7.0939,8.0865,6.7807
TCGA-GI-A2C8-11,1.2696,-2.9324,3.0740,-2.7274,0.1903,-2.7274,3.0927,1.2756,-0.8599,3.3535
TCGA-A7-A56D-01,-0.9132,-1.9379,2.3732,-0.2159,-0.0277,-4.6082,-1.1172,4.9681,7.4887,5.7533
TCGA-BH-A0C3-01,4.2758,0.2642,3.0287,0.3796,2.5876,-0.6643,4.2025,5.0679,5.5138,6.3067
TCGA-AC-A62Y-01,2.6138,-1.5951,0.3460,4.9755,1.0711,-4.6082,0.6517,7.6883,7.6230,5.6952
TCGA-AO-A1KQ-01,-1.4305,2.4675,1.5902,3.5706,3.8541,-3.6259,-0.1665,6.8398,8.2306,6.0106
TCGA-S3-AA0Z-01,-1.7322,1.9931,1.2147,-3.8160,3.2722,-3.6259,-0.3022,5.0867,4.7635,6.3484
TCGA-BH-A0DL-11,4.1327,-0.3940,3.9166,1.8564,1.7617,-1.0862,3.4183,4.9755,6.0297,5.8642
TCGA-BH-A18J-11,6.6707,-1.6850,3.9589,1.2934,1.7229,-1.0262,3.8147,3.3619,6.0672,6.2114
TCGA-LL-A6FR-01,-1.0262,-2.8262,-1.9379,-4.6082,1.4652,-4.2934,-0.1345,-1.3183,1.8762,6.1506
TCGA-E9-A1N3-01,2.2237,1.2875,0.0158,1.6187,2.3953,-3.1714,0.9419,8.1611,8.7193,6.4175
TCGA-AO-A0J2-01,-3.4580,1.8722,-2.5479,-5.0116,-1.7809,-5.5735,-1.0262,-0.2498,5.8607,6.6023
TCGA-A2-A0T2-01,-3.1714,-1.1811,-1.5951,-4.2934,0.4233,-3.6259,-0.3752,-1.6850,5.8565,5.1803
TCGA-BH-A0B5-01,0.3460,2.6348,0.5069,2.3704,3.0163,-3.3076,3.1749,4.8939,8.1516,6.7814
TCGA-LL-A9Q3-01,-5.0116,-0.5973,1.4756,-3.6259,0.5170,-3.4580,1.6649,6.3266,7.6076,6.9998
TCGA-BH-A18N-01,1.3051,0.9268,4.3841,6.6375,2.4960,-3.4580,0.9493,8.1405,7.7671,6.7944
TCGA-B6-A0RO-01,2.7572,0.0158,0.0440,0.0014,1.0642,-3.1714,1.0433,7.6614,7.4751,6.8146
TCGA-E9-A295-01,0.8408,-0.5973,4.1327,2.7910,2.2237,-3.0469,2.8994,5.0514,7.2688,6.2763
TCGA-E2-A1IU-01,-0.4325,0.9716,1.3454,4.1812,2.4597,-2.3884,1.2271,7.8894,7.4543,7.1140
TCGA-E9-A1N5-01,0.3573,1.0363,2.6441,4.7608,2.3251,-2.9324,2.9375,5.8322,7.5604,5.3385
TCGA-E2-A1IJ-01,-0.3383,0.6790,1.6695,4.5460,1.6695,-4.6082,3.1876,5.9407,6.9624,6.9776
TCGA-BH-A209-01,-1.1488,2.8994,-0.1345,2.8994,2.5852,-2.4659,0.1124,5.6851,7.5912,4.5850
TCGA-C8-A26W-01,1.2875,2.4727,0.0014,3.7259,2.4701,-2.8262,2.0946,6.1857,8.1705,7.8484
TCGA-E2-A1AZ-01,-0.6873,2.4386,2.6185,-0.4719,3.3661,-3.1714,2.8838,0.4125,3.6018,6.0536
TCGA-AN-A0FK-01,-2.6349,0.7233,-1.5522,5.0427,2.2482,-5.0116,0.4233,7.9933,8.7396,5.8337
TCGA-E9-A1RD-11,7.5019,-2.3884,4.7187,1.4962,1.1050,0.3796,4.7804,4.2033,4.3896,4.4013
TCGA-E2-A1BC-11,8.0335,-3.6259,4.3335,-1.9942,-0.3201,1.1577,5.4748,0.5666,1.6740,2.2206
TCGA-D8-A1XO-01,1.6281,1.4494,2.6738,1.7786,2.4171,-2.9324,3.0498,7.4825,8.0255,6.4300
TCGA-BH-A1FR-11,2.9581,-0.0725,3.2856,2.6693,1.1382,-1.2481,3.4791,6.1188,6.2787,5.8605
TCGA-D8-A27G-01,0.7146,1.1706,1.5612,-1.8314,1.7786,-3.4580,3.4907,5.3317,7.5833,7.9030
TCGA-AR-A0TT-01,-0.6873,1.8444,0.8246,-2.1140,2.2206,-1.0862,1.1770,5.4172,8.1955,5.6519
TCGA-A8-A0A4-01,1.0573,1.2934,1.3454,3.2677,2.8994,-3.8160,3.6623,6.1171,7.7030,6.9648
TCGA-BH-A0DQ-01,3.3828,1.2696,1.5366,3.5324,2.5163,-3.1714,2.9488,5.4582,7.6371,5.6871
TCGA-BH-A0BC-11,4.5946,-1.0262,3.4331,2.5972,0.9862,-1.4699,3.5621,4.5374,5.7748,5.8495
TCGA-GI-A2C9-01,-1.0262,1.2576,0.0440,-3.4580,-1.2481,-4.2934,-0.1828,-0.6193,3.6077,5.3198
TCGA-A7-A3IZ-01,-3.0469,0.9268,-0.8339,-3.0469,2.8240,-4.0350,0.2881,8.5844,9.8378,6.9745
TCGA-AO-A12D-01,-3.6259,1.1447,1.0711,-2.2447,1.3791,-1.4699,0.8883,0.2522,4.9594,11.0781
TCGA-EW-A1PC-01,-4.2934,2.8034,2.2813,-0.8084,4.6335,-3.6259,1.0503,5.4719,7.9733,7.0507
TCGA-E2-A1LA-01,0.3907,-2.2447,-0.3022,-0.4921,2.6533,-3.6259,-0.0574,6.3324,8.0643,6.7869
TCGA-D8-A143-01,-2.5479,0.5859,0.2277,-4.6082,3.8461,-3.3076,-0.3022,-2.5479,2.9375,5.4002
TCGA-B6-A0I5-01,-0.3022,-1.9379,0.0300,2.4675,0.4967,-3.3076,-0.3940,4.7991,7.5211,6.7127
TCGA-AR-A24R-01,-0.4921,1.9415,0.4125,2.1988,2.7117,-3.3076,1.6281,6.1185,8.1252,5.9826
TCGA-A8-A07Z-01,-2.7274,0.6608,-1.4699,4.1002,2.4306,-4.6082,-0.0277,6.9155,9.0021,6.4131
TCGA-A2-A0YF-01,1.0503,1.9895,0.2400,2.4008,3.1095,-3.0469,1.0847,8.2595,7.8670,6.3370
TCGA-BH-A0DS-01,1.7273,-0.6873,0.0580,3.0270,0.6790,-1.9379,1.3846,6.1821,8.1832,6.3438
TCGA-E9-A1R5-01,0.1648,0.4657,2.7117,4.5148,2.3760,-5.0116,1.7489,6.7955,7.3133,7.0524
TCGA-E2-A159-01,-2.6349,1.6466,0.3346,-2.8262,3.1393,-1.0862,1.0433,0.9789,4.2541,5.6029
TCGA-A8-A0A7-01,-1.0862,0.4340,0.2642,-0.6416,1.3511,-1.3548,2.0111,2.2175,4.5429,9.1874
TCGA-B6-A0X5-01,3.1749,1.7141,-1.9379,4.3256,4.0136,-2.1779,-0.2328,7.7793,7.7132,5.5258
TCGA-BH-A18K-11,5.1231,-0.7108,4.5766,2.6185,1.2875,-0.9971,3.8269,4.1036,6.6706,6.8615
TCGA-B6-A0RE-01,-3.0469,1.0983,-1.9942,-3.8160,1.7489,-3.4580,0.6517,0.9115,5.9880,5.2192
TCGA-A2-A0CY-01,-3.3076,-0.9686,-0.9971,-1.5951,0.4657,-5.0116,-1.4305,7.2042,5.3917,5.1748
TCGA-JL-A3YX-01,-0.8339,1.8444,1.9340,4.7099,2.7357,-5.0116,1.1316,5.1194,8.5134,6.4131
TCGA-AC-A3QP-01,1.0983,-1.4305,0.2642,1.9226,1.2992,-3.3076,2.7508,3.0234,7.8792,6.6558
TCGA-EW-A1PH-01,-4.2934,1.7273,-0.8599,-3.4580,2.7551,-1.6394,0.0580,-2.6349,2.3926,6.2934
TCGA-BH-A0DH-01,0.1388,-0.0425,-0.3383,3.0217,2.2452,-2.3884,0.4761,6.5208,7.8551,6.7858
TCGA-LL-A440-01,1.8404,-0.0877,2.3308,2.6232,1.6875,-3.0469,3.8085,5.4867,6.2957,6.1121
TCGA-E9-A22H-01,1.9895,1.3791,1.5998,5.5364,3.4088,-4.0350,1.4011,7.1259,8.1345,6.2267
TCGA-E2-A155-01,-1.3183,1.2394,1.1250,-1.4699,2.0604,-4.6082,1.8879,7.5738,9.0317,7.5344
TCGA-E2-A1IG-11,6.4320,-0.3201,4.8329,2.0742,1.2756,-0.2671,4.1027,2.5511,4.0523,5.4256
TCGA-B6-A0X1-01,1.4011,2.6940,3.7688,-3.6259,3.9847,-3.1714,0.6790,3.0585,4.9045,6.3667
TCGA-A8-A07U-01,1.5115,1.4652,0.5859,-2.3147,2.4063,-1.8836,1.8160,1.6281,4.9805,6.1361
TCGA-A1-A0SP-01,-1.3548,1.4174,1.2455,-3.3076,3.0411,-2.7274,1.2147,0.0990,1.9859,5.0734
TCGA-S3-A6ZH-01,-1.5951,1.4704,1.6466,5.1506,3.9938,-4.2934,0.7058,5.1954,7.9804,7.2521
TCGA-A2-A3XU-01,1.1316,-1.1172,3.6748,-5.0116,2.0946,-4.6082,-1.8314,0.2642,5.8555,4.8485
TCGA-AC-A3TM-01,-0.1504,-1.2481,-0.5332,3.8670,1.7954,-4.0350,0.6880,4.1482,7.7076,6.6059
TCGA-BH-A0DG-11,2.3508,-0.0877,3.5060,3.2143,1.5316,-1.9942,3.2781,4.7060,7.2456,6.4206
TCGA-A8-A07F-01,-2.7274,1.3735,-0.2159,8.4536,3.1507,-4.0350,3.0927,6.3014,7.7212,6.2793
TCGA-E2-A1LB-01,-4.0350,0.6239,-0.5543,-3.1714,1.3109,-2.7274,-0.0425,-0.2328,4.6212,11.3300
TCGA-BH-A0AV-01,-1.1488,1.3901,-0.1031,-2.9324,-0.3201,-3.1714,0.9419,-1.9942,0.2998,5.3209
TCGA-EW-A2FR-01,-2.6349,0.8082,0.3231,-1.0862,1.7446,-3.8160,2.8838,0.2400,5.5604,10.8950
TCGA-C8-A133-01,2.1766,-0.2671,-1.2142,3.5596,1.6964,-2.7274,-3.4580,6.3153,8.7205,5.8455
TCGA-A2-A3XY-01,2.5011,1.6875,2.3077,-1.7809,1.9415,-1.9942,1.8363,-1.0262,2.1114,5.5653
TCGA-AO-A12C-01,-1.5522,0.0990,2.6232,1.8524,0.6050,-3.6259,3.6543,5.1981,7.9746,7.8368
TCGA-EW-A3E8-01,2.5363,0.7832,1.2455,2.1988,1.7532,-1.8314,2.9319,5.1136,7.4692,7.3095
TCGA-A8-A09N-01,-1.1172,0.9191,4.2862,2.1670,2.3677,-4.2934,2.6278,7.2421,7.7530,5.9755
TCGA-A2-A0SU-01,-0.7588,-1.2481,1.2815,2.1574,1.9675,-4.0350,1.9340,8.1182,8.7506,6.7973
TCGA-A8-A08A-01,0.6517,-0.0130,-1.9379,3.8690,1.8119,-5.0116,0.9568,7.3106,8.2245,6.7221
TCGA-AO-A12H-01,-1.1172,-0.5125,1.1960,0.1388,0.7832,-2.8262,-1.8836,8.4894,8.8164,5.5949
TCGA-BH-A0DI-01,0.4552,0.4865,1.9564,1.1117,1.0293,-2.8262,3.4424,4.7170,6.9154,6.6707
TCGA-E9-A229-01,-1.7809,1.1382,0.6608,4.4790,2.6348,-3.3076,3.0252,4.9695,7.3931,6.4701
TCGA-A2-A04N-01,-3.6259,-0.1665,0.1648,5.8535,1.8404,-3.4580,2.2051,6.7667,7.6782,6.1127
TCGA-B6-A0RM-01,-0.3752,1.0915,0.4233,4.3449,2.8219,-2.9324,1.2394,8.2068,8.5225,5.1400
TCGA-BH-A0E0-01,3.6872,-1.8314,-1.1811,-1.4699,1.7660,-4.0350,-1.7322,1.2696,6.4089,5.3872
TCGA-A2-A0YE-01,-3.6259,2.0673,2.1114,-3.6259,2.8779,-3.4580,0.6969,-2.6349,2.5828,6.0781
TCGA-AQ-A0Y5-01,-3.3076,0.5763,5.4064,-1.4305,0.9493,-4.6082,2.0844,3.1377,6.8117,10.6419
TCGA-A2-A0D3-01,-2.4659,0.3907,-0.8339,5.3392,1.3791,-2.2447,0.8726,6.3697,8.6791,7.1072
TCGA-BH-A1FM-11,4.1219,-0.3752,3.8095,2.0465,1.5854,-1.0559,3.4543,4.9218,6.3324,5.9198
TCGA-5L-AAT0-01,-0.0425,0.6425,-0.1993,1.3109,1.6740,-2.4659,3.3563,5.5856,8.0803,6.7343
TCGA-BH-A1EX-01,-0.7588,1.2696,0.1903,-1.7322,2.3704,-3.3076,2.5900,3.5424,6.4637,6.6977
TCGA-A7-A0CG-01,2.0111,0.2522,2.5137,0.5170,1.2576,-2.9324,3.4778,7.3189,6.7912,6.2401
TCGA-GM-A2DN-01,4.1931,1.0983,3.1278,1.6466,2.4465,-2.4659,0.2762,5.7474,7.8170,6.1328
TCGA-BH-A1FC-11,5.3961,-0.8863,3.7378,2.0040,0.8246,-1.3548,2.7868,4.5436,6.5189,6.0896
TCGA-BH-A0BO-01,3.7410,-0.1993,3.0428,2.6895,1.2576,-1.8314,3.6113,6.4179,5.7474,6.2880
TCGA-A8-A06T-01,-0.1504,-0.5543,-0.7834,5.2312,2.7847,-3.8160,1.7828,8.0356,8.1753,7.2285
TCGA-C8-A278-01,-3.8160,0.9935,-0.0130,-2.6349,1.7141,-1.7809,1.1250,0.2277,5.9528,9.3513
TCGA-BH-A0H7-11,3.3307,0.6699,2.1925,1.7141,1.7403,-3.0469,3.3633,5.4777,6.4196,6.1723
TCGA-D8-A1Y2-01,-1.3548,1.7229,0.4125,-1.1488,2.4144,-3.3076,3.0876,6.1999,6.9749,6.5337
TCGA-AN-A0AR-01,3.4648,2.1444,1.4388,-6.5064,1.2815,-2.8262,-0.5756,-0.5125,6.1807,4.5349
TCGA-A8-A06P-01,2.0325,0.0718,0.6050,5.2009,1.1250,-3.3076,2.8701,5.5675,7.3910,6.3261
TCGA-E9-A1NA-01,0.0580,0.5069,2.9839,-2.1779,0.9935,-4.0350,2.0218,6.2409,8.4007,5.6047
TCGA-AR-A0TQ-01,-0.1504,2.0395,0.4552,-3.1714,3.1475,-2.7274,1.7786,4.6306,8.8599,10.3170
TCGA-BH-A0AY-11,5.1086,0.3573,3.8964,3.8431,1.3511,-1.0862,3.4868,5.8694,5.6585,5.3862
TCGA-D8-A142-01,-2.9324,0.9343,0.2998,-1.5951,2.4518,-2.2447,1.6187,-0.9132,3.8630,6.0242
TCGA-LD-A9QF-01,-0.1345,1.0573,0.7748,-2.3147,2.6783,-1.8314,2.2237,0.2277,5.1069,10.8399
TCGA-V7-A7HQ-01,1.3225,-2.2447,-3.4580,4.6247,0.9789,-3.4580,-0.6416,5.5629,7.8754,6.2765
TCGA-BH-A0DT-01,1.5661,0.2154,1.5854,4.9842,1.8201,-1.7322,2.9052,5.9542,8.7529,6.7430
TCGA-BH-A0DX-01,1.6281,1.7489,1.0915,-1.2481,1.2934,-2.5479,1.9340,7.1129,7.8039,5.1310
TCGA-B6-A0RU-01,0.5470,1.5316,3.8279,0.3907,2.4306,-2.3884,1.5612,1.4547,4.5330,5.3695
TCGA-BH-A18U-01,1.7702,2.3843,4.0994,2.5585,4.1327,-3.8160,0.2762,6.4428,8.0583,10.5669
TCGA-EW-A1J6-01,-1.6850,0.7916,-0.4921,2.5876,1.7273,-3.6259,-1.0559,7.2674,8.6762,4.9603
TCGA-E2-A106-01,-1.4305,-1.0262,-0.6873,3.1507,2.0325,-5.5735,1.1316,6.8509,8.2020,6.7321
TCGA-AC-A8OR-01,1.6281,0.4125,-1.4699,3.9412,0.9862,-3.8160,-3.3076,7.1554,8.2781,5.6693
TCGA-OL-A5RV-01,2.8260,0.3573,2.1988,5.0166,1.6327,-2.8262,2.4544,5.8812,7.3377,7.5697
TCGA-E2-A1BC-01,5.2269,-0.0725,2.4063,3.8218,0.9191,-1.5522,4.0340,5.8153,7.2170,6.9422
TCGA-AN-A0XU-01,0.2400,2.8034,0.9268,-5.5735,-0.7588,-2.0529,0.4552,2.5036,2.9729,6.1113
TCGA-C8-A1HE-01,2.8681,1.2516,0.3907,0.0990,2.7508,-3.8160,1.5709,9.0221,8.9605,7.1052
TCGA-BH-A0W7-01,0.2400,1.6466,0.0014,0.9935,1.3340,-2.1779,2.8641,3.8259,7.3459,5.5892
TCGA-E2-A15C-01,-2.2447,0.3115,0.3231,5.2965,1.6649,-2.4659,2.0742,7.3237,7.8682,7.0969
TCGA-A7-A425-01,3.5510,-0.0574,0.7748,3.1491,2.2693,-3.4580,3.1765,6.1469,7.9212,6.2876
TCGA-AR-A0U3-01,-1.2142,2.8897,0.0158,1.9675,2.8502,-2.9324,0.5568,7.9556,8.4407,6.0622
TCGA-BH-A0DK-01,1.9264,0.4657,3.7039,2.9300,1.0983,-0.9686,2.8622,5.2533,7.5246,4.9463
TCGA-A2-A04R-01,-1.0559,0.5763,-0.7834,4.0082,2.9984,-3.8160,0.8408,6.1569,8.2596,6.3737
TCGA-HN-A2NL-01,-2.9324,1.0079,2.0844,-6.5064,2.8301,-3.3076,0.2029,-1.0262,0.2154,2.8117
TCGA-D8-A1XU-01,0.4552,0.1648,0.6969,1.8957,1.0915,-3.6259,2.2960,7.3886,7.1996,5.5571
TCGA-PL-A8LX-01,3.8013,-0.1665,-1.6394,3.0585,1.6234,-4.2934,-1.5951,7.7885,9.2405,6.9278
TCGA-BH-A1EO-01,0.1776,0.7664,3.0092,7.0359,2.0183,-3.8160,2.8955,6.4380,7.4316,5.6424
TCGA-B6-A0IN-01,1.7617,-1.4699,0.8327,-3.0469,0.4761,-3.3076,1.7360,5.7947,6.4233,7.1253
TCGA-A2-A3KC-01,0.9493,-0.1828,1.8996,3.3221,2.6760,-3.1714,4.0679,6.2587,8.0065,7.5277
TCGA-E9-A1NA-11,5.8654,-1.4699,4.4067,0.9268,1.3225,-0.2671,3.5510,3.4048,5.7819,5.5604
TCGA-AN-A0FF-01,1.1382,1.2576,0.5470,2.1180,2.3898,-3.6259,1.6740,5.7404,9.2450,5.9503
TCGA-A8-A097-01,-0.9406,0.4125,0.3115,3.3633,3.2826,-2.8262,1.9490,6.6806,6.4673,8.5844
TCGA-B6-A0IP-01,0.6699,1.0363,0.3685,3.3235,2.5511,-2.8262,1.3956,7.5163,8.0027,6.9131
TCGA-A2-A04X-01,-4.0350,0.2998,-0.8084,1.9149,1.6558,-2.7274,-0.2671,3.1765,7.4121,9.4883
TCGA-B6-A408-01,-3.3076,-0.9686,-0.3752,2.4805,1.5758,-2.6349,1.2271,7.3569,8.4371,6.5099
TCGA-AC-A3BB-01,3.2796,-1.8314,1.3283,2.9710,1.2271,-2.5479,2.7972,4.2442,7.3767,6.3273
TCGA-A8-A094-01,-9.9658,1.8119,1.3623,-0.0277,1.6327,-2.9324,0.5859,3.3675,4.8309,5.9993
TCGA-C8-A12Z-01,-1.3548,1.5465,-1.0559,-4.0350,1.6558,-4.0350,0.5370,-1.2481,6.9262,11.9311
TCGA-BH-A1EN-11,6.7196,-0.3566,4.2601,0.6969,0.5271,-1.2481,4.2080,4.0765,4.8944,6.4239
TCGA-A8-A082-01,0.7233,2.4225,-0.0725,3.5779,3.9599,-1.9379,1.7316,6.2011,8.6730,6.0577
TCGA-3C-AALJ-01,0.9716,1.5612,-0.1993,0.7748,1.4652,-2.3884,1.4281,5.7866,7.4229,6.9689
TCGA-E9-A22D-01,-4.2934,1.3679,2.5828,1.1960,2.6232,-2.3884,1.7053,5.4111,8.0532,8.7780
TCGA-E2-A1LE-01,1.9564,0.6790,0.6790,-2.7274,1.7273,-4.2934,2.5511,-0.6193,5.3796,10.9166
TCGA-B6-A0WS-01,-0.6643,1.0007,2.1080,3.5174,3.0323,-3.4580,2.3649,6.9488,8.2752,5.8189
TCGA-AR-A2LK-01,-2.5479,1.5902,3.7678,5.0955,3.9801,-4.6082,2.0325,8.0390,8.1366,6.1938
TCGA-C8-A138-01,-1.8836,1.6920,0.2998,-2.1779,1.4065,-2.7274,0.6425,2.8838,7.2641,7.0529
TCGA-A8-A07G-01,1.8119,0.0990,0.8164,2.1378,1.8363,-3.3076,2.5036,7.5149,7.2008,7.1942
TCGA-E2-A2P6-01,0.7748,0.9191,0.3796,-1.9942,2.2391,-3.3076,1.0915,7.3620,8.2369,6.8751
TCGA-BH-A0B7-01,1.8996,0.8164,2.0500,-2.2447,1.0847,-2.6349,2.8341,-0.4325,6.0341,11.2715
TCGA-E9-A1RC-11,6.5350,-2.4659,4.7719,0.0440,0.8961,1.4388,3.8650,2.6693,2.4675,2.6805
TCGA-A2-A0EX-01,-1.7809,-1.4305,1.6740,3.9874,0.9038,-3.0469,2.8720,4.8635,7.7163,7.1966
TCGA-D8-A1XR-01,0.9493,2.0673,3.4920,5.1111,2.9525,-3.0469,1.6649,6.5223,8.1455,6.1819
TCGA-AC-A8OQ-01,0.3460,2.2175,0.9493,-3.0469,2.9839,-1.2481,1.8643,-0.1828,1.5758,5.8222
TCGA-BH-A18P-01,-1.1811,1.5612,0.1648,-3.1714,2.6348,-4.0350,1.8840,3.9774,7.6458,7.4063
TCGA-E9-A22E-01,0.0990,-0.4325,0.3573,-0.4131,0.1776,-6.5064,3.0199,5.8736,6.3811,4.1986
TCGA-BH-A0B3-01,-0.9132,1.9452,1.1897,0.0580,2.3953,-2.1779,0.1257,-0.0130,5.6736,5.6753
TCGA-E2-A15O-01,-2.1779,1.5465,5.1680,3.8136,3.4251,-3.1714,0.0580,7.3488,8.0012,6.1188
TCGA-OL-A97C-01,-2.7274,0.4125,2.3193,3.2752,1.4011,-1.4699,3.7507,5.0295,6.5358,5.8763
TCGA-E2-A15K-11,5.0099,-2.7274,2.6918,-0.2671,0.1519,-2.7274,3.4791,2.0535,5.7085,5.5534
TCGA-A2-A25D-01,0.0580,0.6239,0.4340,-3.8160,1.3109,-2.4659,1.2636,3.8601,6.7618,6.5649
TCGA-BH-A18G-01,-4.2934,0.5370,-2.8262,-4.6082,0.6699,-4.2934,-1.6850,-1.8314,6.1117,4.1490
TCGA-B6-A0IA-01,-0.0277,-0.1187,-2.2447,4.6543,1.6187,-4.2934,-3.8160,5.7955,8.0161,5.5277
TCGA-A8-A090-01,-1.4305,1.1833,0.5271,4.6083,3.8866,-6.5064,1.2085,7.7242,7.9137,7.2858
TCGA-5T-A9QA-01,-9.9658,0.7999,-0.4521,-1.0559,3.0533,-2.4659,-0.9971,4.9458,8.0166,7.3006
TCGA-AN-A0XT-01,4.7735,0.5170,3.4331,0.0014,1.4704,-2.8262,1.4120,8.2868,8.5166,5.6654
TCGA-A2-A0YK-01,2.9600,0.8408,2.8341,-0.3022,0.9935,-1.4305,3.6612,6.6921,7.0208,5.7074
TCGA-A8-A09K-01,-1.2828,1.0293,0.8647,0.4657,2.1114,-3.6259,1.0847,8.3901,9.4676,6.7436
TCGA-A2-A1FV-01,2.8076,-0.2845,2.7249,-0.3022,2.5087,-4.0350,2.8076,6.8240,8.7637,5.9810
